order_id,order_date,product,category,price,quantity,region
e866c698-03d5-4523-964a-2c70ac2332b4,2024-09-09,Lipstick,Beauty,975.35,6,South America
7dcfe5de-9e7a-478d-8973-ebf5f3bf4c62,2024-09-20,Air Conditioner,Home Appliances,484.01,9,South America
862bd9b4-41d0-4526-9a36-467be43675e3,2023-05-24,Refrigerator,Home Appliances,330.31,10,Europe
e9ab6e7c-bd38-4ad6-8a76-47ad4d90a2de,2024-07-02,Smartphone,Electronics,657.18,8,Europe
db59fa5d-7925-47fd-952f-dfc682544ff4,2023-09-24,Moisturizer,Beauty,928.96,3,South America
32794741-6351-4354-8cf7-984f41b94d77,2024-03-26,Jacket,Clothing,263.8,2,Europe
262d31e6-3f27-4119-98cb-0aa73649071e,2024-08-03,Shampoo,Beauty,211.57,4,North America
522bbd5b-6740-4482-ada7-9c0a99a98293,2023-09-07,Running Shoes,Sports,960.95,6,North America
e9c98dc0-74a4-44bd-bb9b-e6e28a92fa4c,2024-01-24,Sneakers,Clothing,195.57,7,North America
cb5b8bab-cf09-412d-865f-c3a4bf341fea,2023-10-24,Microwave,Home Appliances,958.59,4,North America
ea6dfa83-f64a-4463-ad7e-75322faecae7,2023-02-03,Perfume,Beauty,158.18,9,North America
d59ff925-7b0e-46d3-9c34-f55ae7f26246,2023-08-27,Lipstick,Beauty,711.41,10,Europe
a0693773-eaf0-4bfa-afe6-aaef5f7ca43e,2024-11-17,Basketball,Sports,589.17,4,Australia
4fba6349-2570-4e77-92fe-753f58f2b16b,2025-01-21,Smartphone,Electronics,754.89,4,Australia
a99e0194-b1be-4b9c-80e5-610940838e9a,2025-01-30,Moisturizer,Beauty,525.53,7,North America
86e0deeb-ff05-4c11-890c-28f58e71c7ef,2024-07-16,Smartphone,Electronics,43.74,1,Australia
3a3ea0f8-c0ef-44be-9da4-2a6fa292d281,2025-01-25,Smartphone,Electronics,760.99,5,Australia
53a3d1f1-835a-4ae7-89a0-686909d77c12,2023-05-05,Basketball,Sports,758.86,3,Europe
cebfcbfa-e9ca-4bce-93c1-a82524de5cc5,2023-06-30,Sneakers,Clothing,184.35,2,Australia
0a43472c-f7ce-4a3c-9505-4654b496a2d5,2023-11-15,Running Shoes,Sports,179.78,4,Europe
6cb657e7-f390-4261-8c7d-8af55bb46527,2023-05-30,Jacket,Clothing,942.09,7,Australia
bbf85c7a-8001-4195-9a04-83506210297f,2023-07-21,Headphones,Electronics,224.09,7,Europe
89db10e2-7a09-4760-9287-9601fe9878dd,2023-02-02,Refrigerator,Home Appliances,883.9,8,Asia
219af445-7c70-4687-b3e7-e3155e97edb1,2023-03-19,Shampoo,Beauty,306.16,5,Australia
53f217a8-2e22-4ac1-841a-95d4515e09e1,2024-01-04,Moisturizer,Beauty,106.26,6,Australia
52ef263f-9eea-47fa-a0fa-c9467cf9ea37,2024-10-04,Running Shoes,Sports,826.79,3,South America
73665877-7ed8-41c2-b0ba-53c4641f14e2,2024-12-08,Vacuum Cleaner,Home Appliances,541.77,8,Asia
e61d312b-7486-42e6-89fe-ab477e2119fd,2024-03-26,Smartphone,Electronics,942.85,9,Asia
6da72d23-8758-4a75-bcaf-dc31738b5e16,2024-10-13,Jeans,Clothing,970.68,1,North America
02861df7-2699-45a8-8519-c6a0e058fdc5,2024-04-01,Basketball,Sports,64.45,1,North America
127f428c-394f-4c58-9e3c-7360a7813b32,2024-06-24,Smartphone,Electronics,730.34,1,Australia
a66c1877-86e3-4ccd-9d5a-3c154c6c6150,2023-07-26,Perfume,Beauty,339.68,6,South America
3f780697-f3f1-4fb5-a809-488cfb84be75,2023-07-23,Lipstick,Beauty,110.94,4,Australia
0d1e8a4b-44c9-4397-beaa-27c6c5f230ba,2023-06-16,Laptop,Electronics,801.84,2,Asia
6e119997-ca6d-4c28-8808-9b4c701d9a96,2024-11-22,Running Shoes,Sports,967.73,7,North America
e7db8c7e-3cab-404b-8f10-acec4f07328f,2024-12-15,Tennis Racket,Sports,953.19,7,Australia
1dfe779b-eeb2-4b5f-8635-e602709ad203,2023-05-04,Headphones,Electronics,513.18,1,Europe
ae927a68-d4dd-4bee-b02d-135693407468,2024-02-03,Moisturizer,Beauty,804.51,10,North America
d329f325-2b17-4502-bc05-e316c0b4c1b1,2023-12-31,T-Shirt,Clothing,932.51,8,Europe
aed0b9cc-02b4-4d8a-b238-4e2723b9aacf,2024-06-23,Football,Sports,710.13,9,Europe
222ba4d1-88be-4ccf-aa98-aea04c8d035b,2023-06-10,Jacket,Clothing,731.25,8,Europe
cd27194e-8a00-436c-a649-c6665f29e1b3,2023-11-20,Vacuum Cleaner,Home Appliances,598.74,3,South America
5ced5e01-7f9b-4e73-8299-34deada23ade,2024-08-11,Lipstick,Beauty,831.57,1,North America
eebd42c4-9e72-4836-80ca-7c4ea78937bb,2023-08-28,T-Shirt,Clothing,634.73,3,Australia
de13ba0d-5604-45f8-8244-b871cbee119d,2024-04-06,Laptop,Electronics,805.72,5,Europe
3817b4ab-58da-40ce-bf5b-7d1fc46bd329,2023-03-15,T-Shirt,Clothing,351.4,6,Australia
8690ed4c-4952-4a41-8f26-c841fc0b7cb1,2024-01-20,Tennis Racket,Sports,223.56,2,Asia
ba710d4f-1448-46f8-aa74-9d6d8e36b787,2023-08-10,Smartphone,Electronics,776.16,4,Australia
b20c66b9-569f-4a86-81c7-4ad0480ea63a,2023-04-03,Refrigerator,Home Appliances,43.06,7,Asia
9cd17a3f-1e09-4a35-bdf3-ff3057980bcd,2023-10-07,Refrigerator,Home Appliances,138.41,6,North America
4907fe54-aac1-4e00-9b60-6bc5777bbb7a,2023-03-19,Running Shoes,Sports,64.76,1,South America
d2c456fb-6542-4a53-8c68-ebd05442ab4a,2025-01-28,Sneakers,Clothing,613.49,10,Asia
0a9b16ec-901c-44a7-a92a-52a128da89f7,2023-04-26,Moisturizer,Beauty,796.05,6,Europe
dd492c49-9203-4fa5-90f4-693436e1fae8,2024-10-05,Perfume,Beauty,388.63,4,Australia
d9c3d272-6904-4be0-85eb-d64fbd2925a3,2023-10-16,Vacuum Cleaner,Home Appliances,763.52,6,Europe
2fd5f264-5209-4f19-9882-99c15519d5e0,2023-06-28,Shampoo,Beauty,878.37,2,South America
6beee6c3-5b81-45b4-a6c2-3e669c97180b,2024-02-11,Microwave,Home Appliances,47.54,10,Asia
f8bca57f-8684-4f09-a3eb-798ea264936c,2024-06-20,Laptop,Electronics,689.7,10,Europe
702d4d9d-36a7-4a16-b6b6-6717703a2eb6,2023-05-04,Lipstick,Beauty,248.08,5,Asia
a959640d-c420-4ac8-8c59-a32086d83429,2023-08-19,Headphones,Electronics,912.35,1,North America
5b27906a-17ba-41c2-9a53-ad1a3a1ef11e,2023-07-07,Headphones,Electronics,256.51,8,North America
dcb126a0-5f4f-4529-9f5d-03a2af25f495,2024-11-08,Football,Sports,810.82,1,South America
00f0622c-7842-4149-a4b9-cbc8cab0f014,2023-11-07,Laptop,Electronics,410.97,2,Europe
94f3debb-adcf-4fb7-b0c2-f7710b60180c,2024-04-02,Sneakers,Clothing,821.33,6,North America
c3ac5e51-8407-44bc-a9cf-8d30e5699b9e,2024-06-17,Running Shoes,Sports,302.1,9,South America
886ccc84-9ef0-439a-b54f-b1c512b151e5,2024-06-27,Laptop,Electronics,938.51,5,North America
d6d681fb-4a20-4240-85cc-ae41449985e5,2024-11-29,Vacuum Cleaner,Home Appliances,57.33,6,South America
317a5a6d-6b3f-4132-905b-79a9ec99ef52,2024-08-08,Running Shoes,Sports,693.05,2,Australia
06c6a32f-d34b-483f-8a98-42e3a472b540,2024-08-02,Shampoo,Beauty,416.38,4,Europe
92ac4f54-ff09-4d2a-84c2-60097a2c7a83,2023-11-05,Shampoo,Beauty,10.46,3,Asia
7df9d6d6-2941-4601-bc78-70da2e17163b,2023-11-28,Jeans,Clothing,652.33,9,North America
372bce65-c048-443f-944a-e7e4817b248c,2024-10-30,Air Conditioner,Home Appliances,592.44,8,North America
2d9dfcb7-ffd7-42b4-a243-80eb85aea697,2023-10-08,Microwave,Home Appliances,366.94,7,South America
adbbc535-bde5-4a4a-b236-33ec8dd79773,2023-02-03,Headphones,Electronics,368.01,4,North America
ff014e92-19c4-477d-9257-92c20abfab1b,2024-03-03,Headphones,Electronics,113.99,9,North America
6c3bcda7-379d-4f2f-af84-537e8a4109da,2024-09-08,Moisturizer,Beauty,822.8,3,Australia
271497b4-6ce9-4bf0-84c5-8504fade3f4f,2024-02-29,T-Shirt,Clothing,725.07,3,Australia
42159133-e162-41a0-ba03-2d34f475a78b,2025-01-02,Sneakers,Clothing,894.88,4,North America
a5081960-a00b-4139-b188-4b0ccf911af6,2024-12-03,Air Conditioner,Home Appliances,558.54,8,South America
b778ef55-0dd7-4ec4-a6d7-f358d09c8ae1,2024-04-04,Jeans,Clothing,934.87,5,South America
ae8d5184-45df-4015-b375-ac813bee1cfc,2024-03-28,Tennis Racket,Sports,696.22,3,Europe
1d452674-4645-478b-9a9d-85e2288c208f,2024-08-05,Perfume,Beauty,19.92,8,Europe
135b611d-e0a8-4fae-ac03-1f208199d538,2024-04-06,Microwave,Home Appliances,552.5,7,North America
82db7c52-7de9-45e9-a081-dd01af887965,2024-05-04,Vacuum Cleaner,Home Appliances,104.46,5,Asia
62f009dc-1db3-4d76-8d1b-3c1c8f9e4265,2024-10-31,Tennis Racket,Sports,796.1,2,South America
5d45b989-2b31-48b7-bb6f-0cfea9e4d7c2,2023-08-25,Jeans,Clothing,764.89,4,Europe
7ae7bd09-46aa-4c01-9c01-f8635af20ebd,2024-07-18,Football,Sports,729.57,8,Asia
f121f8a2-5f33-495e-bda9-96b3332d70fb,2023-03-13,Football,Sports,374.3,2,North America
4d3277f4-3bb5-4550-982e-a0f7ddef05c4,2024-10-09,Moisturizer,Beauty,375.06,8,Europe
325bcbc6-eeae-4b70-8422-ee103063a8e0,2023-04-26,Refrigerator,Home Appliances,542.29,7,Australia
b487eab6-05ab-4539-88a8-37ea3a938bab,2023-05-05,Microwave,Home Appliances,979.32,2,Asia
d61b0c99-c5fe-49c9-8e72-be5ff447bb5a,2024-10-28,Laptop,Electronics,776.95,5,Europe
3af06d95-c1da-45dc-b388-864b487b2fe1,2024-04-23,Headphones,Electronics,694.73,2,Europe
51122353-454f-4e4a-a228-556b2507ba60,2024-09-15,Shampoo,Beauty,38.01,1,Asia
81e5bdcb-2241-4781-a3f5-756332e0e67b,2023-12-27,Jeans,Clothing,201.89,6,Australia
a8c343bf-f5e0-4bf7-8418-e359629abbda,2024-12-21,Football,Sports,366.19,2,Europe
9513f875-343f-4d83-88f3-bff65e68a22b,2023-03-24,Headphones,Electronics,518.73,10,North America
0e3003bd-d4fd-4f1e-97e7-3cfa1830832f,2023-03-15,Sneakers,Clothing,558.43,7,South America
def5bf79-c5e2-4e9f-9583-74f73b7ddc0a,2023-10-23,Tennis Racket,Sports,372.62,9,Australia
b4d8b11a-c7d2-4058-9bf1-19d1fa747c99,2023-06-11,Refrigerator,Home Appliances,311.17,3,Asia
be368ecc-cfca-49bb-97aa-2aeaba0d2e9a,2023-09-23,Lipstick,Beauty,297.81,7,South America
8de1d44c-d04f-41ce-9646-62c98b0fc3e6,2023-10-07,Lipstick,Beauty,273.04,9,South America
e3699f7f-1c4d-4b4e-8287-4556951759a8,2024-05-17,Basketball,Sports,942.15,10,North America
7188d222-8637-4b2b-b4ab-37f014317713,2023-05-02,Microwave,Home Appliances,226.53,3,North America
6eff10cb-7961-4290-b12d-f0cdf9feebcf,2023-04-10,Tennis Racket,Sports,982.41,3,North America
e73d015b-4bd8-4ce9-b155-d4ffae89a480,2024-08-11,Football,Sports,650.89,3,Asia
ca27f47d-41df-4637-b902-2e382e15198e,2024-03-11,Vacuum Cleaner,Home Appliances,969.25,8,South America
2e0e5ad6-3994-4184-a4f6-4130b393e0c1,2024-09-25,Sneakers,Clothing,146.32,6,Asia
1c8f008b-2240-49d4-8d85-cbdd38119ebf,2024-07-21,Basketball,Sports,52.84,6,Europe
93bcc2ef-c856-4192-9a76-d95a1cffb1b5,2023-07-03,Tennis Racket,Sports,762.82,4,Europe
e78be3ec-433a-479a-9940-e65f79b2df0f,2023-05-09,Shampoo,Beauty,919.42,7,Australia
ef541348-9949-4f42-8e1c-a20f063b5003,2023-09-22,Tennis Racket,Sports,67.6,9,Europe
63745c7b-1ad1-44f6-821c-61ce524f2d1d,2024-11-22,Perfume,Beauty,657.17,10,Asia
023c4357-d0cb-4d8a-a91f-1178df089362,2024-08-07,Headphones,Electronics,673.44,3,Australia
45bc885d-f4a6-4e7b-a0a5-d2cb317f097b,2024-07-16,Vacuum Cleaner,Home Appliances,215.22,4,South America
3c49c827-1ecc-42e7-be5f-9739785ebb97,2024-11-26,Air Conditioner,Home Appliances,370.99,6,North America
a00b8379-c843-4e57-865b-54ccdae61428,2023-02-23,Refrigerator,Home Appliances,875.6,1,Europe
c465feac-8305-4b8d-99b4-49d3b2f98b74,2024-12-03,Microwave,Home Appliances,19.86,9,Asia
f91d111e-2d61-4386-b25c-045c2834fa4c,2023-10-12,Air Conditioner,Home Appliances,457.54,10,Asia
31a2e69b-dc7a-4dcb-bcc6-52afadf39ddb,2023-05-21,Headphones,Electronics,150.68,4,Asia
767d7af3-48fa-4645-b527-d70420b052ba,2023-12-18,Jeans,Clothing,113.15,2,South America
be28b135-b6d7-4cec-ab99-c37ec5ce4403,2023-07-22,Tennis Racket,Sports,725.37,10,Asia
bdf44c0f-b083-4f8a-bb85-c95a5e0141ac,2024-07-09,Perfume,Beauty,172.8,3,North America
dea9935b-e115-460a-aeb2-1feb417243ff,2024-03-05,Air Conditioner,Home Appliances,518.82,4,South America
be976c70-f432-4214-9bbf-c98182cc932c,2023-09-12,Laptop,Electronics,170.21,1,Australia
a7562d1d-ce80-48a1-bda2-32edddd98bfd,2025-01-15,Vacuum Cleaner,Home Appliances,779.22,2,Asia
0efc5048-d574-4006-8a54-762fcbf9bccf,2023-09-14,Headphones,Electronics,101.64,1,Asia
1c3bb0ff-269a-4dec-b3c7-720878301bff,2023-11-27,Jeans,Clothing,113.03,8,South America
911ac828-3237-44b3-aede-d1ebf153f614,2024-08-18,Air Conditioner,Home Appliances,308.05,6,North America
37b6577e-1f8e-4180-9d44-bc1fc7037487,2024-08-28,Moisturizer,Beauty,445.42,9,Australia
fc24961a-98ad-4f04-8e64-9f2df043b852,2023-08-26,Smartphone,Electronics,93.07,10,Asia
4a449d13-bfbd-4eb4-8522-f775d5fdeee8,2023-03-02,T-Shirt,Clothing,661.23,5,South America
87667e81-eb48-4b40-bae6-26fde743d2ed,2024-05-10,Refrigerator,Home Appliances,662.82,4,North America
1968a550-7ee5-4c9c-b1bb-ca4bee126817,2023-12-31,Sneakers,Clothing,698.68,4,Australia
e83d7a6c-4d89-4745-910d-a13de4d61260,2023-05-18,Perfume,Beauty,493.88,5,North America
980d0f11-e548-4530-8513-305ff0e61316,2023-07-27,Shampoo,Beauty,584.14,2,Australia
7058d8ca-3af3-4b3d-8266-722b907fce3d,2023-07-28,Jeans,Clothing,131.47,2,South America
7c2a91f5-6d5f-413e-96ff-3e2bc4fe6fe2,2024-09-14,Running Shoes,Sports,863.07,7,South America
70442431-5fd1-4bc4-9390-541810871904,2024-05-07,Smartphone,Electronics,608.44,1,Europe
1a606128-5304-4984-b5bc-2955e5ecf809,2023-03-15,Tennis Racket,Sports,832.75,1,Australia
b4b16de8-7216-4490-ae78-ccb01a7453c0,2023-11-12,Microwave,Home Appliances,703.88,5,Australia
80835cbd-1d21-4fc2-a4d7-ff3e08dda882,2024-08-10,Sneakers,Clothing,965.88,1,North America
cfa5f416-1108-4e6b-b7bb-ceb4945e6706,2024-08-07,Sneakers,Clothing,115.73,2,Europe
ee717c86-3e4b-471b-969b-75b219a8ef47,2024-06-28,T-Shirt,Clothing,998.79,6,North America
8f69a913-8b96-4802-a402-4711cf59edfe,2024-10-16,Air Conditioner,Home Appliances,956.5,4,South America
ffeb86f9-77c7-4a32-8fac-224378615a3c,2024-11-14,Shampoo,Beauty,944.96,7,North America
87b96a90-4029-49a6-920a-7fc331986777,2025-01-16,Perfume,Beauty,200.62,5,North America
ec4eca67-4e13-47d4-b460-3b509c7476b3,2023-09-15,Football,Sports,938.6,10,Asia
15a7e8bc-586b-49b9-9e39-f885b0e5b543,2023-05-31,Vacuum Cleaner,Home Appliances,327.23,4,Europe
f40e1720-8e31-40ba-8e33-3a2dd27319ef,2024-01-03,Vacuum Cleaner,Home Appliances,67.26,7,Asia
507f4ec5-cc67-405a-a793-fdc12de28ca7,2024-05-16,Perfume,Beauty,215.43,10,Asia
634255fa-ec1a-40a4-b1c8-5958a45b09f2,2023-06-02,Vacuum Cleaner,Home Appliances,360.31,2,South America
d42e6b83-1e1d-4d77-9552-dfa48855c715,2024-09-01,Smartwatch,Electronics,581.14,1,South America
416ed0f8-cb9c-4b2d-9fc8-ec78bbd7b173,2023-09-17,Refrigerator,Home Appliances,122.57,3,Asia
7b11c372-5f4f-461a-9e19-35c4b919ca36,2024-01-01,Lipstick,Beauty,206.16,6,Europe
caf0272b-d284-4f59-816b-a1bdf6a04d8f,2023-05-09,Microwave,Home Appliances,619.65,2,North America
71f677ee-b065-4529-8bb1-d2182beefefd,2024-11-01,Moisturizer,Beauty,726.33,6,Europe
c47f693c-f8cf-4a5a-8a0b-ed9b6b55b3e3,2023-10-27,Air Conditioner,Home Appliances,303.65,9,Australia
e1251da5-4ddf-402f-af8b-59c333e7dfa8,2023-07-15,Shampoo,Beauty,260.0,9,North America
1e5de446-dbc1-4506-8541-45f2d9903e5b,2024-07-26,Microwave,Home Appliances,729.61,9,Australia
363d07e3-2117-4e02-b951-b7b9371c0f6e,2024-10-30,Basketball,Sports,280.07,4,South America
0963ef11-a274-4f49-bf13-e0affd52a0e0,2023-02-03,Microwave,Home Appliances,764.92,4,Asia
84e791a7-40a0-45aa-82ca-409433d99883,2024-09-19,Jacket,Clothing,452.85,1,South America
d8b1d863-cbce-4ddf-9050-fb994c701ac3,2023-09-18,Smartphone,Electronics,685.67,2,Asia
04187634-a441-410e-80bf-758a4de32565,2024-03-19,Sneakers,Clothing,747.55,6,North America
8afbe2e5-1835-45a2-8e5c-5353c9939f9a,2024-12-26,Football,Sports,128.3,6,Europe
4392295b-f300-4a62-bf97-a33689d155d0,2023-04-26,Moisturizer,Beauty,87.72,5,Asia
72b6518c-39e8-497d-a7ff-b049b37fd85a,2023-02-25,Moisturizer,Beauty,674.02,3,North America
e6576aee-fbbd-49d3-a484-8e5b9d15b23b,2024-01-07,Football,Sports,12.1,5,Europe
84afb0d5-ff47-48d3-87db-3192493d994c,2024-01-02,Refrigerator,Home Appliances,974.04,3,North America
2f2ea4f8-ea1c-403b-8b09-0dc013bb2caf,2023-02-17,Smartphone,Electronics,63.61,3,North America
0ebf0cc4-4f3f-4058-ae10-07aa38725d5e,2023-09-26,T-Shirt,Clothing,811.24,10,Asia
ac580138-28f4-4118-a567-92c3219efb8e,2025-01-24,Perfume,Beauty,91.91,6,Australia
83231f1d-83a7-478b-bceb-8956ef09c5f1,2024-12-02,Air Conditioner,Home Appliances,180.92,3,Europe
395e338d-e1a2-4d41-9c20-621ef823f5c8,2024-10-19,Smartwatch,Electronics,688.7,3,South America
ef81661f-06cc-49dd-a48d-343bca8cfd4c,2023-05-23,Vacuum Cleaner,Home Appliances,721.09,2,Europe
c2c12597-4a2c-46c9-83d2-0f35d18f2b1d,2024-06-05,Shampoo,Beauty,817.42,5,Australia
610b7b1e-19ca-4b32-a501-b28926909878,2023-02-16,Smartphone,Electronics,897.01,3,Europe
c7eeb539-6377-4b68-bde3-6787163b1e60,2024-12-08,Moisturizer,Beauty,964.34,4,South America
07c9f919-6274-48fe-b851-4193b48c1aec,2023-08-15,Shampoo,Beauty,890.53,5,North America
2044531f-aaa5-4261-988f-5153adf1070d,2023-06-20,Jeans,Clothing,473.25,5,North America
98b72e10-369b-4773-af91-51a5a34ac24a,2024-07-26,Football,Sports,872.97,2,North America
59ce808e-18f1-4a4a-a24a-22db9fc8993a,2023-08-08,Refrigerator,Home Appliances,311.29,2,Australia
52396a0a-46d3-4064-9746-55ff0a1185e7,2024-08-19,Jacket,Clothing,337.7,5,Asia
a43b852f-0d48-4501-80d9-5d02e9e215cf,2023-09-29,Smartphone,Electronics,804.51,1,Europe
9347589a-455d-4cbf-bec3-57e44a46282b,2023-03-12,Football,Sports,709.11,4,South America
707880c2-a109-466d-a255-fb2456162725,2025-01-29,Tennis Racket,Sports,608.47,5,Europe
fe07447d-8e5e-42dc-baef-05486246b7a3,2024-04-19,T-Shirt,Clothing,531.06,9,South America
14fb066a-e435-4687-beb7-45e15c44dc3b,2023-06-23,Moisturizer,Beauty,316.64,9,Europe
92f79cd5-c38c-4028-87be-d9454580b685,2024-04-18,Basketball,Sports,741.27,6,North America
b4da141b-c513-45c1-80e1-7f056cc8ea2a,2024-11-08,Tennis Racket,Sports,704.37,2,Australia
1c504961-b6b5-4b1b-854a-b95cc12e694a,2023-11-14,Jeans,Clothing,311.41,8,North America
87ad2174-4f76-42a3-93ae-896e80c39105,2023-11-28,Jeans,Clothing,676.47,6,Australia
ca8f70de-b6de-40f0-a31b-a8179007385a,2024-05-01,Vacuum Cleaner,Home Appliances,639.25,7,Australia
7a5a4eaa-b56a-4f08-9522-f997715312de,2024-05-11,Jeans,Clothing,434.66,8,Australia
5ddf6b45-4cef-4fb2-a05a-e934f84fa2d9,2023-08-03,Smartphone,Electronics,662.37,4,Asia
abea4c9b-3e95-402e-93b5-2fa0dcc773bd,2023-10-10,Running Shoes,Sports,388.29,9,Australia
3f3e156c-d361-4dc5-b1c3-6f294be5e01f,2023-02-04,Jeans,Clothing,644.93,8,Australia
512b69c5-d41c-42a4-a593-522d70208938,2024-01-07,Sneakers,Clothing,364.68,7,Australia
68cabb78-29fe-40a9-af94-dab3d440dd4d,2025-01-30,Sneakers,Clothing,70.65,6,South America
8a020a95-d613-4ae8-98df-c4a8d39c8425,2023-08-29,Football,Sports,727.86,7,Australia
47ef7f28-b47a-42d4-a571-91ba5f66666a,2024-10-17,Laptop,Electronics,581.1,3,South America
bc6a19da-c546-4b90-92cf-eb3b998e6708,2023-07-03,Shampoo,Beauty,24.37,7,South America
290b076d-f61f-4398-99f0-e0914f9a722f,2024-05-05,Perfume,Beauty,857.81,7,Asia
9720fa4f-2ba9-46e2-8844-d260aa1847c1,2023-02-11,Vacuum Cleaner,Home Appliances,759.33,7,Europe
0184a522-77f2-41a5-8ce2-7307ecd50b58,2023-09-24,Air Conditioner,Home Appliances,340.6,2,Asia
5aded37d-bde9-41e2-bbd1-c6f3078861dd,2023-10-11,Vacuum Cleaner,Home Appliances,892.21,4,South America
525f2101-14d3-4538-a69b-3bbb0e4b1e6e,2024-11-26,Football,Sports,730.64,10,Australia
3715d197-bdf9-41cf-a3bf-629b22e865a1,2024-08-24,Microwave,Home Appliances,272.12,9,Europe
c06cbe20-f45c-402d-9394-576531a06ac1,2023-09-19,Sneakers,Clothing,298.77,9,South America
75ecba71-be30-459d-9eb3-eab0b68b7300,2024-02-07,Running Shoes,Sports,383.84,6,Europe
9b175eac-686a-4524-b2d8-afd923a6f484,2024-07-17,Shampoo,Beauty,668.93,2,North America
2f1ba89b-6cd7-453e-b25d-4e34710dd511,2023-09-01,Jacket,Clothing,830.99,1,Europe
24782c6b-3424-4d80-af82-ee7bb8aeb7f8,2024-04-01,Smartphone,Electronics,769.09,3,South America
a2744a86-4392-4ec0-be4d-b9fcbd8b87c1,2023-12-29,Sneakers,Clothing,694.37,7,North America
ebf456f1-5221-41d8-8adb-c4fb9d3cd39c,2024-03-20,Headphones,Electronics,777.96,3,Europe
4b1b7934-df4d-41e4-9c60-62e22b575bc2,2024-02-05,Jeans,Clothing,303.07,2,Asia
64725693-152e-4700-9ba4-2671c830f760,2023-05-18,Moisturizer,Beauty,677.52,9,Asia
11cb3719-51e8-41bc-a0d0-f94863b8f05c,2024-06-16,Microwave,Home Appliances,175.74,5,North America
c4f1cf37-7b8d-4b4d-b0ba-8c3f71251047,2025-01-17,Lipstick,Beauty,907.82,9,Europe
ff769d3a-cc71-4764-9daa-b8aa7295ff45,2024-05-28,Tennis Racket,Sports,127.52,8,Asia
7afd22fb-6951-47c1-ba41-f8405f5428b2,2023-05-31,Running Shoes,Sports,722.15,6,Asia
a7bfbff8-360c-43c0-bcff-a4ddb5b29a83,2023-12-11,Vacuum Cleaner,Home Appliances,246.68,9,South America
e46bccdd-3122-4447-b1ac-23828a7b60a6,2024-05-26,Air Conditioner,Home Appliances,135.28,1,Europe
